comments_count,replies_count,both_count,sentence_count,word_count,basic_emotions,basic emotions_fear,basic_emotions_anger,basic_emotions_sadness,basic_emotions_joy,basic_emotions_surprise_interest,basic_emotions_disgust,emotions_of_social_evaluation,emotions_of_social_evaluation_contempt,emotions_of_social_evaluation_shame,emotions_of_social_evaluation_guilt,emotions_of_social_evaluation_embarrassment,emotions_of_social_evaluation_pride,emotions_of_social_evaluation_envy,state,state_excited,state_rest,state_estimate,state_process_execution,target
408,113,521,735,5119,86,4,1,7,57,5,12,5,0,0,0,1,3,1,53,1,50,0,2,1
14,0,14,91,854,13,1,1,2,1,0,8,4,3,1,0,0,0,0,2,0,2,0,0,2
745,835,1580,1096,10692,188,11,12,36,45,16,68,9,4,3,2,0,0,0,83,10,70,0,3,2
4,0,4,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
119,56,175,276,2961,50,5,10,4,18,6,7,1,0,0,0,1,0,0,34,3,30,0,1,2
218,165,383,239,1865,21,0,2,7,9,1,2,0,0,0,0,0,0,0,11,0,11,0,0,1
710,135,845,1277,9059,156,3,4,17,112,10,10,2,0,0,0,0,0,2,127,2,112,0,13,1
21,24,45,42,410,6,0,0,1,1,2,2,2,1,1,0,0,0,0,2,0,2,0,0,2
14,10,24,39,558,19,1,3,3,9,2,1,0,0,0,0,0,0,0,5,0,5,0,0,2
161,246,407,288,3021,52,4,4,12,13,5,14,7,3,2,0,0,1,1,37,4,31,0,2,2
6,0,6,5,46,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
220,305,525,405,4041,56,4,5,8,15,12,12,4,0,0,0,3,1,0,45,9,35,0,1,2
447,331,778,1068,11076,124,13,5,15,48,14,29,8,3,0,2,3,0,0,77,8,67,0,2,0
35,0,35,33,210,6,0,2,0,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1
76,7,83,184,1786,29,1,0,5,6,6,11,3,2,1,0,0,0,0,13,1,12,0,0,2
80,22,102,174,1679,36,1,1,9,6,4,15,1,0,0,0,0,1,0,13,0,13,0,0,2
19,0,19,37,257,11,0,0,1,2,6,2,0,0,0,0,0,0,0,4,2,2,0,0,1
202,164,366,529,5248,77,12,7,12,11,11,24,9,2,3,2,0,1,1,75,18,57,0,0,2
3679,3590,7269,5642,55257,839,60,47,148,245,85,254,79,24,28,14,2,3,8,578,81,477,1,19,2
137,102,239,243,2170,28,1,0,3,15,2,7,1,0,0,0,1,0,0,24,4,14,1,5,1
104,2,106,153,918,32,1,0,1,11,15,4,0,0,0,0,0,0,0,16,2,13,0,1,1
87,0,87,144,887,20,0,1,0,14,0,5,0,0,0,0,0,0,0,7,0,7,0,0,1
31,0,31,48,441,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
482,326,808,742,9052,138,9,12,30,38,16,33,17,10,1,0,2,2,2,66,8,55,0,3,2
803,434,1237,1506,11374,226,3,8,21,148,19,27,4,2,1,0,1,0,0,104,7,76,3,18,1
30,6,36,76,1233,19,2,1,0,9,1,6,0,0,0,0,0,0,0,12,0,11,0,1,2
8,0,8,12,43,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0,43,82,927,14,0,0,2,5,6,1,0,0,0,0,0,0,0,4,0,4,0,0,1
3275,3509,6784,6176,66706,1109,92,140,234,228,99,316,99,33,25,14,10,6,11,563,120,410,5,28,2
860,321,1181,1469,14285,345,8,27,62,172,26,50,22,6,11,0,5,0,0,92,14,69,1,8,1
257,66,323,395,2990,43,1,7,1,8,3,23,1,0,0,1,0,0,0,15,2,12,0,1,1
17,9,26,40,492,9,2,0,0,1,0,6,0,0,0,0,0,0,0,4,1,3,0,0,2
21,0,21,26,272,6,1,0,0,1,1,3,0,0,0,0,0,0,0,2,0,2,0,0,2
10,0,10,13,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,162,349,384,4790,88,4,11,13,19,7,34,7,2,2,1,1,0,1,34,5,27,0,2,2
1882,429,2311,3339,30280,589,92,45,140,129,66,117,62,10,12,13,3,22,2,248,23,216,2,7,0
199,628,827,385,3808,69,8,2,27,13,3,16,11,2,4,2,1,1,1,29,1,25,0,3,2
54,0,54,87,527,8,0,2,0,2,4,0,0,0,0,0,0,0,0,9,1,7,0,1,1
153,454,607,357,3969,61,6,13,9,10,2,21,3,2,0,0,0,0,1,33,3,29,0,1,2
214,136,350,611,5875,90,2,3,23,18,8,36,10,1,2,5,0,2,0,61,10,45,0,6,2
12,9,21,36,685,4,0,0,2,0,0,2,0,0,0,0,0,0,0,4,0,4,0,0,2
317,347,664,815,7655,147,11,17,36,29,12,42,28,10,6,2,3,6,1,66,11,50,0,5,2
531,125,656,865,5875,102,4,3,4,67,7,17,2,0,0,1,0,0,1,55,4,44,2,5,1
31,0,31,31,230,3,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
518,156,674,872,6221,117,2,3,22,53,15,22,0,0,0,0,0,0,0,73,4,61,0,8,1
251,464,715,645,8932,127,12,9,34,23,16,33,13,7,1,4,0,0,1,60,4,51,0,5,2
9,0,9,12,78,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
408,287,695,439,2785,58,0,1,1,51,5,0,0,0,0,0,0,0,0,27,4,18,0,5,1
827,437,1264,1500,14443,248,9,29,31,92,31,56,9,0,2,2,1,2,2,86,16,61,1,8,1
21,0,21,38,324,7,2,2,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1
909,370,1279,1159,8570,134,0,6,4,104,9,11,0,0,0,0,0,0,0,54,0,46,0,8,1
39,56,95,133,1565,25,1,6,3,4,5,6,1,1,0,0,0,0,0,10,0,9,0,1,2
14,0,14,22,139,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,2
18,6,24,32,317,4,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,2
8,7,15,19,209,2,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,2
1575,566,2141,2870,21025,346,31,14,36,203,25,37,7,0,0,0,6,1,0,261,12,229,1,19,1
50,8,58,76,809,5,0,1,0,0,1,3,1,0,1,0,0,0,0,4,0,4,0,0,2
1185,545,1730,2098,25187,419,16,66,117,123,26,71,17,3,4,3,4,0,3,293,12,268,1,12,1
207,156,363,349,3803,55,11,6,3,14,6,15,4,2,0,0,2,0,0,26,0,24,0,2,0
962,403,1365,1692,13448,232,5,14,20,123,37,33,6,0,1,1,4,0,0,96,6,72,3,15,1
226,400,626,528,6106,106,6,13,15,23,18,31,9,4,1,1,0,1,2,50,9,39,0,2,2
157,61,218,243,2132,45,4,3,7,3,6,22,6,3,2,0,0,1,0,21,3,17,0,1,2
29,0,29,39,285,7,0,0,0,5,1,1,0,0,0,0,0,0,0,2,0,2,0,0,1
23,0,23,38,246,8,0,0,2,6,0,0,1,0,0,0,1,0,0,6,2,4,0,0,1
74,51,125,198,2334,28,3,3,3,2,5,12,0,0,0,0,0,0,0,12,0,12,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
375,397,772,871,10042,137,7,14,28,28,14,46,1,0,1,0,0,0,0,85,15,70,0,0,2
190,86,276,191,1479,22,0,0,0,16,3,3,0,0,0,0,0,0,0,4,0,4,0,0,1
124,91,215,160,1545,26,2,3,5,14,0,2,0,0,0,0,0,0,0,7,0,7,0,0,1
178,272,450,233,2394,43,1,5,10,10,1,16,2,0,0,1,0,0,1,16,4,12,0,0,2
57,0,57,127,1496,19,3,2,1,4,1,8,0,0,0,0,0,0,0,16,4,12,0,0,0
1207,308,1515,2001,16075,288,39,27,33,109,31,49,43,18,6,6,2,10,1,129,12,110,1,6,0
19,0,19,32,308,6,0,0,1,2,2,1,0,0,0,0,0,0,0,3,0,2,0,1,1
404,201,605,664,5525,92,2,2,17,45,13,13,0,0,0,0,0,0,0,47,4,37,1,5,1
311,550,861,679,7291,105,7,9,22,27,17,23,8,2,0,3,1,1,1,81,20,54,0,7,2
23,0,23,25,128,4,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1
38,56,94,44,546,7,1,2,3,1,0,0,1,0,0,1,0,0,0,3,0,3,0,0,2
1383,661,2044,2573,18823,387,13,22,54,211,26,61,11,5,1,0,5,0,0,231,16,180,2,33,1
38,0,38,60,648,6,0,0,1,2,2,1,0,0,0,0,0,0,0,6,1,5,0,0,1
469,315,784,1006,9932,113,10,11,18,40,5,29,10,5,0,1,3,1,0,89,3,80,0,6,0
42,0,42,83,596,14,0,0,2,10,1,1,0,0,0,0,0,0,0,6,0,6,0,0,1
2342,2286,4628,4542,46826,725,70,76,117,156,89,217,49,7,15,19,2,3,3,438,122,297,1,18,2
437,314,751,847,9242,160,14,6,24,33,15,68,4,0,0,1,2,0,1,99,5,94,0,0,0
375,25,400,718,6107,305,0,0,6,272,8,19,4,0,0,0,4,0,0,119,2,115,0,2,1
31,15,46,60,717,11,0,0,2,3,0,6,1,0,0,0,1,0,0,8,2,6,0,0,2
20,0,20,30,240,4,1,0,0,1,0,2,0,0,0,0,0,0,0,3,0,3,0,0,2
9,0,9,52,783,7,0,0,2,1,4,0,0,0,0,0,0,0,0,5,0,5,0,0,2
375,74,449,257,3758,18,0,0,5,9,2,2,0,0,0,0,0,0,0,19,0,17,0,2,1
86,32,118,182,2397,58,4,1,18,12,7,16,2,0,0,0,0,1,1,27,5,20,0,2,2
1144,62,1206,2165,17265,698,12,15,15,591,22,43,4,0,0,0,3,0,1,276,4,259,0,13,1
47,0,47,69,473,7,1,0,0,4,0,2,0,0,0,0,0,0,0,3,0,3,0,0,1
785,493,1278,865,5527,159,0,3,3,132,8,13,1,0,0,0,0,0,1,26,1,23,0,2,1
71,28,99,174,1822,31,0,1,3,13,3,11,1,0,0,1,0,0,0,12,2,8,0,2,2
31,65,96,113,931,18,3,1,2,6,1,5,0,0,0,0,0,0,0,10,0,10,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
170,60,230,177,1331,19,3,0,1,13,1,1,0,0,0,0,0,0,0,7,0,6,0,1,1
287,298,585,416,3757,71,8,9,15,16,5,18,14,0,1,1,0,10,2,38,0,36,0,2,2
76,34,110,168,2339,38,0,0,1,8,7,22,4,0,2,0,1,1,0,13,0,10,0,3,2
1259,343,1602,2402,17780,483,10,16,33,235,139,50,15,0,1,1,2,7,4,146,23,110,3,10,1
150,36,186,152,1034,20,0,0,0,19,0,1,0,0,0,0,0,0,0,10,2,6,0,2,1
11,10,21,32,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,0,43,53,421,23,1,0,1,9,8,4,0,0,0,0,0,0,0,5,0,5,0,0,1
19,0,19,45,269,5,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2
50,0,50,72,507,6,0,2,0,3,0,1,0,0,0,0,0,0,0,2,0,1,0,1,1
77,8,85,114,1198,33,0,3,0,9,1,20,0,0,0,0,0,0,0,6,0,4,0,2,2
9,12,21,17,143,3,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,2
110,55,165,268,2695,42,2,6,7,12,4,11,12,4,1,0,0,6,1,19,1,16,0,2,2
38,0,38,52,405,15,0,0,2,12,1,0,0,0,0,0,0,0,0,7,2,5,0,0,1
103,150,253,222,2425,22,1,2,1,7,1,10,2,0,1,1,0,0,0,21,3,17,0,1,2
19,15,34,51,679,12,0,1,2,0,4,5,0,0,0,0,0,0,0,3,0,3,0,0,2
1489,580,2069,3126,23476,443,11,21,58,234,45,74,45,0,1,33,2,0,9,228,33,173,2,20,1
66,15,81,79,741,14,0,0,2,4,0,8,7,0,4,3,0,0,0,6,2,4,0,0,2
57,14,71,151,1311,17,2,0,4,4,4,3,1,0,0,0,1,0,0,5,0,5,0,0,2
319,57,376,626,6412,191,5,7,25,116,10,28,8,7,0,1,0,0,0,134,2,123,1,8,1
1464,574,2038,2547,17395,302,6,10,26,186,41,33,7,0,0,5,2,0,0,144,16,113,2,13,1
37,139,176,154,1794,37,5,1,7,10,4,10,0,0,0,0,0,0,0,21,0,19,0,2,1
1581,1899,3480,2962,28814,420,40,43,69,73,41,154,48,23,9,8,2,2,4,264,45,210,0,9,2
15,0,15,37,797,12,0,2,5,2,0,3,0,0,0,0,0,0,0,7,7,0,0,0,2
89,155,244,195,1628,15,3,3,2,5,1,1,4,0,2,0,0,2,0,16,0,15,0,1,2
186,411,597,300,3300,47,4,3,6,11,3,20,2,1,0,0,0,1,0,29,2,26,0,1,2
423,319,742,801,7058,145,4,6,16,67,30,22,10,0,2,3,0,3,2,66,7,51,2,6,1
42,0,42,51,292,9,0,0,1,6,2,0,0,0,0,0,0,0,0,3,0,3,0,0,1
53,23,76,138,1529,18,1,3,3,3,1,7,0,0,0,0,0,0,0,14,2,11,1,0,2
32,6,38,48,356,10,0,0,1,9,0,0,0,0,0,0,0,0,0,3,0,3,0,0,1
21,0,21,39,400,14,0,2,4,3,1,4,0,0,0,0,0,0,0,3,0,3,0,0,2
15,8,23,36,458,8,2,1,0,0,0,5,0,0,0,0,0,0,0,6,2,4,0,0,2
164,104,268,281,2698,37,4,1,9,11,2,10,2,0,0,0,0,2,0,20,1,19,0,0,2
21,0,21,83,1121,21,5,3,1,3,1,8,0,0,0,0,0,0,0,6,0,6,0,0,2
171,246,417,368,3933,55,5,3,6,14,11,16,3,0,0,1,2,0,0,40,11,27,0,2,2
537,287,824,923,7435,129,2,10,20,59,23,15,7,1,1,4,0,0,1,60,8,42,1,9,1
884,124,1008,1176,12434,159,0,4,79,63,3,10,0,0,0,0,0,0,0,53,2,50,0,1,1
70,0,70,174,1757,33,7,1,7,3,8,7,1,0,0,1,0,0,0,16,0,12,0,4,1
237,241,478,583,7196,96,4,7,6,23,11,45,15,2,2,3,2,6,0,58,6,45,1,6,2
724,1135,1859,1132,12307,197,22,6,32,49,11,77,11,7,0,2,0,2,0,132,15,109,0,8,2
86,0,86,142,1410,31,2,2,9,12,2,4,2,0,0,0,0,1,1,12,2,8,0,2,0
49,6,55,73,531,5,0,0,0,3,0,2,0,0,0,0,0,0,0,9,4,4,0,1,1
35,0,35,55,728,10,1,0,0,2,0,7,0,0,0,0,0,0,0,4,0,4,0,0,2
120,36,156,198,1361,22,0,0,1,16,1,4,1,0,1,0,0,0,0,15,2,10,1,2,1
217,138,355,247,1563,29,0,0,3,24,1,1,0,0,0,0,0,0,0,12,0,9,1,2,1
53,0,53,51,423,14,2,0,0,5,3,4,0,0,0,0,0,0,0,7,2,5,0,0,1
48,16,64,123,1473,16,2,3,2,3,1,5,0,0,0,0,0,0,0,18,2,16,0,0,2
3837,3161,6998,5697,42201,934,33,37,295,367,75,127,13,2,1,3,3,2,2,390,59,299,2,30,1
63,91,154,86,781,8,2,0,2,2,1,1,1,1,0,0,0,0,0,3,0,3,0,0,2
68,28,96,139,1429,17,1,2,0,4,5,5,0,0,0,0,0,0,0,13,1,12,0,0,2
1246,612,1858,1525,10968,199,5,7,90,69,9,19,3,2,1,0,0,0,0,62,11,47,0,4,1
353,587,940,727,7090,119,11,17,12,24,19,36,2,0,2,0,0,0,0,60,11,49,0,0,2
125,38,163,201,1893,28,2,4,5,9,1,7,5,2,1,1,0,1,0,22,4,17,0,1,2
1424,529,1953,1602,10608,244,3,3,13,212,6,7,1,0,0,0,0,1,0,85,2,66,1,16,1
422,528,950,742,8634,132,8,7,33,28,20,36,13,7,1,5,0,0,0,100,11,86,0,3,2
26697,14730,41427,45507,420219,8969,848,429,1742,2844,1228,1878,417,61,100,72,77,42,65,3858,500,3024,37,297,0
68,88,156,248,2810,40,6,9,5,6,2,12,1,1,0,0,0,0,0,17,1,14,1,1,2
1258,329,1587,1964,13427,239,8,2,25,154,23,27,0,0,0,0,0,0,0,161,12,135,0,14,1
10,0,10,14,56,2,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1
694,479,1173,1102,7919,167,9,6,22,95,20,15,5,0,1,1,0,2,1,81,12,58,1,10,1
19,6,25,30,254,5,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,2,0,0,2
31,18,49,48,400,7,1,2,2,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,2
417,41,458,689,3953,92,1,2,10,53,10,16,3,0,2,0,0,1,0,26,0,23,0,3,1
17,0,17,34,366,11,0,0,2,1,4,4,1,0,0,1,0,0,0,4,0,4,0,0,2
61,51,112,127,1646,44,6,2,5,11,1,19,0,0,0,0,0,0,0,17,3,11,0,3,2
37,0,37,60,551,8,0,0,2,3,2,1,0,0,0,0,0,0,0,4,0,4,0,0,1
357,225,582,610,4795,81,1,5,13,38,5,19,2,0,1,0,1,0,0,50,8,30,1,11,1
747,714,1461,1298,12838,202,9,10,37,83,28,35,12,4,5,1,0,2,0,95,6,80,0,9,1
66,11,77,102,668,11,0,0,7,4,0,0,0,0,0,0,0,0,0,3,0,1,1,1,1
214,172,386,449,5672,87,8,4,17,27,7,24,5,2,0,1,1,0,1,59,6,45,1,7,2
1387,1850,3237,2862,28755,548,24,54,104,146,54,166,37,8,13,7,0,5,4,226,52,162,2,10,2
3320,1507,4827,5459,51158,1459,149,80,805,149,83,193,133,90,11,13,3,10,6,598,35,546,2,15,0
111,6,117,139,1080,20,0,2,6,8,3,1,0,0,0,0,0,0,0,12,0,12,0,0,1
55,35,90,90,786,16,0,3,5,4,1,3,3,0,1,2,0,0,0,1,0,1,0,0,2
32,18,50,54,419,5,0,0,1,1,3,0,0,0,0,0,0,0,0,2,0,1,0,1,1
369,256,625,431,2997,85,1,11,5,63,2,3,0,0,0,0,0,0,0,29,2,17,0,10,1
422,332,754,1060,11007,139,12,15,25,33,22,32,9,4,4,0,0,1,0,98,14,81,0,3,2
269,108,377,456,4282,54,1,1,10,24,6,12,4,0,2,1,1,0,0,41,4,35,0,2,0
105,182,287,239,2690,44,2,4,6,11,9,12,0,0,0,0,0,0,0,27,2,21,0,4,1
61,0,61,78,452,15,1,0,3,6,4,1,0,0,0,0,0,0,0,2,0,2,0,0,1
40,8,48,77,891,8,1,0,5,1,0,1,1,0,0,0,0,0,1,7,1,5,0,1,2
21,0,21,97,1174,18,3,1,2,1,3,8,1,0,0,1,0,0,0,15,3,12,0,0,2
35,0,35,47,342,10,0,2,1,7,0,0,0,0,0,0,0,0,0,4,0,4,0,0,1
147,34,181,214,1376,31,2,0,7,18,2,2,0,0,0,0,0,0,0,13,3,10,0,0,1
1626,2023,3649,2922,26852,484,36,38,83,86,58,183,65,7,28,20,3,6,1,301,35,257,0,9,2
65,175,240,113,971,19,1,0,2,7,3,6,5,3,0,1,1,0,0,8,2,6,0,0,2
228,132,360,327,3424,76,9,4,13,16,11,23,3,2,0,1,0,0,0,21,2,19,0,0,2
21,0,21,93,1395,14,1,1,1,5,1,5,4,0,0,4,0,0,0,4,0,4,0,0,2
1291,235,1526,1637,11312,167,7,6,15,95,28,16,3,0,0,1,1,0,1,108,25,72,1,10,1
644,194,838,1208,9035,191,3,3,24,104,21,36,0,0,0,0,0,0,0,93,9,63,7,14,1
7,6,13,13,59,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,7,79,196,1629,38,6,5,6,3,6,12,4,0,1,2,0,1,0,12,1,9,0,2,2
14,0,14,82,1580,25,2,0,0,4,2,17,1,0,0,0,0,1,0,11,1,8,0,2,2
529,316,845,858,6160,185,2,2,12,148,12,9,3,0,0,0,0,0,3,107,4,96,0,7,1
120,169,289,252,3223,42,4,1,6,11,8,12,15,0,0,0,0,13,2,26,1,24,0,1,2
532,291,823,943,7869,106,0,6,24,60,3,13,6,0,1,3,0,0,2,53,2,45,3,3,1
8,0,8,10,62,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
135,116,251,268,2357,38,3,3,2,13,8,9,7,2,5,0,0,0,0,32,9,20,1,2,2
33,0,33,51,406,10,0,0,1,3,1,5,0,0,0,0,0,0,0,8,6,2,0,0,1
895,233,1128,1298,7958,137,3,8,23,73,12,18,0,0,0,0,0,0,0,75,2,67,1,5,1
13,0,13,26,196,5,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2
503,374,877,735,8050,143,7,8,48,23,14,43,13,5,1,5,0,2,0,71,6,65,0,0,2
88,97,185,113,1098,26,3,0,3,15,0,5,1,0,0,0,0,1,0,10,2,8,0,0,2
54,36,90,145,1768,17,2,2,2,5,2,4,1,0,0,0,0,0,1,8,0,7,0,1,2
27,19,46,43,567,3,0,0,0,2,0,1,0,0,0,0,0,0,0,4,1,3,0,0,2
18,7,25,143,2009,23,0,2,0,6,5,10,2,2,0,0,0,0,0,20,3,15,0,2,2
8,0,8,10,107,8,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1380,872,2252,2266,18597,360,9,17,46,166,58,64,12,0,0,4,6,0,2,156,29,117,0,10,1
963,447,1410,1546,14036,294,5,25,51,125,55,33,7,2,1,0,0,4,0,73,17,48,0,8,1
18,0,18,35,227,7,0,2,0,0,2,3,0,0,0,0,0,0,0,2,0,1,0,1,2
214,67,281,446,4584,63,7,2,5,16,13,20,6,2,0,1,2,1,0,28,0,23,0,5,0
63,0,63,93,593,19,0,1,2,11,3,2,0,0,0,0,0,0,0,5,0,5,0,0,1
31,6,37,69,809,10,0,0,3,0,3,4,0,0,0,0,0,0,0,5,2,3,0,0,1
8,0,8,11,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
794,226,1020,851,5331,86,1,9,2,61,10,3,0,0,0,0,0,0,0,9,0,8,0,1,1
50,6,56,87,778,11,2,0,0,5,1,3,0,0,0,0,0,0,0,9,2,7,0,0,2
31,9,40,49,676,10,0,0,1,3,0,6,0,0,0,0,0,0,0,3,0,3,0,0,2
559,749,1308,960,9153,142,8,8,26,39,7,54,19,7,3,4,0,5,0,65,12,52,0,1,2
240,360,600,427,4265,66,7,9,11,12,4,23,1,0,0,0,0,0,1,32,2,30,0,0,2
570,140,710,601,6314,62,0,5,21,26,3,7,0,0,0,0,0,0,0,21,0,18,1,2,1
21,18,39,34,267,5,2,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2
1926,2154,4080,4043,48880,605,38,46,149,155,47,170,45,6,11,14,3,7,4,340,37,286,0,17,2
61,58,119,166,2180,32,0,0,6,5,0,21,0,0,0,0,0,0,0,19,2,14,0,3,2
6458,1593,8051,10923,83632,1334,42,54,137,742,130,229,39,2,2,13,10,2,10,709,62,553,8,86,1
695,239,934,846,6317,113,2,8,5,88,4,6,1,0,0,0,0,0,1,56,2,43,0,11,1
15,0,15,23,298,7,1,1,0,0,3,2,2,2,0,0,0,0,0,3,2,0,0,1,1
522,185,707,920,7503,117,2,6,11,68,17,13,2,0,1,0,0,0,1,54,9,36,0,9,1
166,13,179,176,1372,26,0,2,4,14,0,6,0,0,0,0,0,0,0,4,0,3,0,1,1
337,435,772,797,9535,110,9,13,20,21,3,44,8,2,1,3,0,0,2,43,10,33,0,0,2
32,6,38,53,380,13,0,0,3,2,2,6,2,0,0,0,0,2,0,1,0,1,0,0,2
20,14,34,44,365,13,1,0,5,1,2,4,1,0,1,0,0,0,0,4,2,2,0,0,2
34,16,50,47,476,13,0,1,2,3,2,5,0,0,0,0,0,0,0,3,0,3,0,0,2
211,60,271,203,1413,21,1,0,3,15,1,1,0,0,0,0,0,0,0,10,0,9,0,1,1
208,56,264,246,2229,27,3,4,1,10,2,7,1,0,0,1,0,0,0,26,2,23,0,1,1
162,43,205,276,2193,48,3,0,4,27,10,4,3,2,0,0,0,1,0,21,1,17,0,3,2
49,50,99,100,920,14,1,3,1,2,1,6,4,4,0,0,0,0,0,8,0,7,0,1,2
100,48,148,98,770,13,5,0,1,4,1,2,0,0,0,0,0,0,0,6,0,4,0,2,1
190,101,291,429,5272,74,9,2,12,11,9,31,7,0,0,3,0,2,2,43,6,36,0,1,2
549,838,1387,1101,13058,193,14,16,24,45,20,74,52,35,5,1,1,9,1,76,10,60,0,6,2
22,10,32,36,343,4,0,0,1,2,1,0,0,0,0,0,0,0,0,5,1,4,0,0,1
54,0,54,88,616,12,0,0,0,6,4,2,0,0,0,0,0,0,0,5,0,5,0,0,1
55,6,61,90,597,16,0,0,0,10,2,4,0,0,0,0,0,0,0,4,0,4,0,0,1
48,0,48,65,417,5,0,0,0,2,1,2,0,0,0,0,0,0,0,8,2,6,0,0,1
401,213,614,655,5963,123,4,8,22,47,12,30,4,0,0,0,2,0,2,39,8,29,1,1,1
555,196,751,1100,7814,157,2,8,30,82,11,24,4,0,0,0,3,0,1,107,14,86,1,6,1
355,83,438,458,4750,43,0,2,14,17,4,6,0,0,0,0,0,0,0,28,1,25,1,1,1
46,7,53,139,1165,20,0,1,2,6,7,4,1,0,0,0,0,0,1,5,1,4,0,0,2
161,129,290,317,3387,58,2,2,9,18,6,21,0,0,0,0,0,0,0,29,5,23,0,1,0
84,27,111,240,2884,47,9,0,5,7,2,24,1,0,0,0,1,0,0,29,5,21,0,3,2
122,32,154,226,1648,47,4,0,7,19,8,9,1,0,0,1,0,0,0,8,2,6,0,0,2
52,0,52,53,375,8,1,0,0,6,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1
277,172,449,505,5223,92,7,5,19,25,2,34,7,2,2,1,0,1,1,54,3,48,0,3,2
1224,706,1930,1914,17941,299,17,9,35,109,31,98,39,0,0,35,2,0,2,123,9,85,5,24,1
18,0,18,24,220,3,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,1,0,0,1
90,123,213,260,2946,41,3,3,4,7,10,14,5,3,1,0,0,1,0,7,0,7,0,0,1
41425,15560,56985,74742,670813,13763,699,490,3147,5140,1798,2489,516,52,150,85,46,147,36,6092,1002,4637,21,432,0
313,151,464,693,6763,81,14,10,22,14,7,14,20,10,2,3,4,1,0,54,2,49,0,3,2
6,0,6,6,44,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
6,0,6,9,54,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1266,576,1842,2919,22157,532,7,13,204,230,31,47,4,0,2,0,1,0,1,233,37,179,0,17,1
191,110,301,289,3001,51,4,2,10,10,7,18,7,0,5,2,0,0,0,38,6,28,1,3,2
553,105,658,518,5253,53,0,4,30,13,0,6,0,0,0,0,0,0,0,35,0,34,0,1,1
193,46,239,213,1551,38,0,1,2,27,3,5,2,0,1,0,0,0,1,13,0,13,0,0,1
1334,96,1430,2478,18001,584,4,6,28,452,30,64,2,0,0,0,1,0,1,289,14,238,1,36,1
521,312,833,902,7782,146,4,8,15,80,11,28,0,0,0,0,0,0,0,74,14,52,0,8,1
24,29,53,33,278,8,0,0,0,2,0,6,0,0,0,0,0,0,0,2,1,1,0,0,2
71,0,71,196,2574,39,4,2,3,7,5,18,0,0,0,0,0,0,0,28,7,18,0,3,2
42,0,42,87,747,20,0,0,1,10,8,1,1,0,0,0,0,1,0,4,2,2,0,0,1
894,1787,2681,1895,22160,319,21,39,51,73,51,84,34,8,2,10,5,8,1,173,32,135,0,6,2
136877,91912,228789,227434,2107711,42833,2856,1801,9254,16315,4581,8026,1698,300,363,365,257,262,151,16778,2317,13539,48,874,0
7,0,7,11,74,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
804,114,918,1601,12739,322,21,7,26,193,36,39,4,4,0,0,0,0,0,187,16,165,0,6,1
44179,28861,73040,68662,588670,12679,2624,777,3395,2657,1083,2143,984,519,192,145,40,58,30,5424,349,4841,13,221,0
34,57,91,53,653,7,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,2
